gene_symbol,compound_id,smiles,hcl_solubility,caco2_permeability,logp,qed,toxicity_score,admet_score
GRIN1,CHEMBL592,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,-3.610073610526317,2.8866,3.080400000000002,0.7718143750897627,0.5054284334182739,0.6963743102909202
GRIN1,CHEMBL592,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,-3.610073610526317,2.8866,3.080400000000002,0.7718143750897627,0.5054284334182739,0.6963743102909202
GRIN1,CHEMBL22207,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,-3.810246800000002,2.9742,3.3834000000000026,0.7761322150181271,0.5055086016654968,0.702402148005789
GRIN1,CHEMBL22207,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,-3.810246800000002,2.9742,3.3834000000000026,0.7761322150181271,0.5055086016654968,0.702402148005789
GRIN1,CHEMBL71,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,-5.0593417428571446,2.9508,4.894400000000004,0.7918053413291345,0.5627521872520447,0.662609111365984
GRIN1,CHEMBL71,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,-5.0593417428571446,2.9508,4.894400000000004,0.7918053413291345,0.5627521872520447,0.662609111365984
GRIN1,CHEMBL275528,c1ccc(C2(N3CCCCC3)CCCCC2)cc1,-4.192806466666668,2.9862,4.331900000000004,0.7469327757845524,0.49826642870903015,0.6893637747893233
GRIN1,CHEMBL289832,O=c1[nH]c2cc(Cl)c(Cl)c([N+](=O)[O-])c2[nH]c1=O,-2.822493117647059,2.7023,1.4314,0.4660748393991463,0.5478636026382446,0.5892435086753294
GRIN1,CHEMBL289832,O=c1[nH]c2cc(Cl)c(Cl)c([N+](=O)[O-])c2[nH]c1=O,-2.822493117647059,2.7023,1.4314,0.4660748393991463,0.5478636026382446,0.5892435086753294
GRIN1,CHEMBL39664,O=C(O)[C@@H]1C[C@H](CP(=O)(O)O)CCN1,-0.7842699999999998,1.5901,-0.38310000000000016,0.4855921786619973,0.46654871106147766,0.5490376402801559
GRIN1,CHEMBL39664,O=C(O)[C@@H]1C[C@H](CP(=O)(O)O)CCN1,-0.7842699999999998,1.5901,-0.38310000000000016,0.4855921786619973,0.46654871106147766,0.5490376402801559
GRIN1,CHEMBL14935,O=C(O)[C@@H]1C[C@H]2C[C@@H](CCc3nn[nH]n3)CC[C@H]2CN1,-1.8780517999999997,1.9073,0.6112999999999996,0.7458110982847017,0.5074332356452942,0.6246823227918222
GRIN1,CHEMBL1254766,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(O)cc13,-3.610073610526317,2.8866,3.080400000000002,0.7718143750897627,0.5054284334182739,0.6963743102909202
GRIN1,CHEMBL284237,C[C@]12N[C@H](Cc3ccccc31)c1ccccc12,-3.7192465411764717,2.9326,3.150500000000002,0.7202842359274376,0.5470251441001892,0.670852796724645
GRIN1,CHEMBL86715,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,-3.9860519714285743,2.9642,3.940400000000003,0.8863958351409401,0.5052251815795898,0.7310501566398335
GRIN1,CHEMBL334491,CC(C)(C)N1CCC(c2ccccc2)(c2ccccc2)CC1,-4.9972611636363675,2.9824,4.867000000000004,0.7635023064271197,0.5563449263572693,0.6604419907482278
GRIN1,CHEMBL807,CC12CC3CC(C)(C1)CC(N)(C3)C2,-2.6489864,2.9819,2.6941000000000006,0.6076471131693594,0.4477674961090088,0.6931741571181051
GRIN1,CHEMBL742,CNC1(c2ccccc2Cl)CCCCC1=O,-3.28504,2.9457,2.897800000000001,0.8571565291687986,0.5063455104827881,0.7341125056058032
