gene_symbol,uniprot_id,compound_id,smiles,relation,value,units
GRIN1,Q05586,CHEMBL807,CC12CC3CC(C)(C1)CC(N)(C3)C2,=,9520.0,nM
GRIN1,Q05586,CHEMBL742,CNC1(c2ccccc2Cl)CCCCC1=O,=,3200.0,nM
GRIN1,Q05586,CHEMBL807,CC12CC3CC(C)(C1)CC(N)(C3)C2,=,5500.0,nM
GRIN1,Q05586,CHEMBL742,CNC1(c2ccccc2Cl)CCCCC1=O,=,6100.0,nM
GRIN1,Q05586,CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,=,4900.0,nM
GRIN1,Q05586,CHEMBL807,CC12CC3CC(C)(C1)CC(N)(C3)C2,=,5600.0,nM
GRIN1,Q05586,CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,=,44000.0,nM
GRIN1,Q05586,CHEMBL1082723,C[C@H]1Cc2c([nH]c3cc(Cl)c(F)cc23)[C@@]2(N1)C(=O)Nc1ccc(Cl)cc12,>,10000.0,nM
GRIN1,Q05586,CHEMBL305187,CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1,=,10.0,nM
GRIN1,Q05586,CHEMBL28564,OC(CN1CCC(Cc2ccc(F)cc2)CC1)c1ccc(Cl)cc1,=,13.0,nM
GRIN1,Q05586,CHEMBL742,CNC1(c2ccccc2Cl)CCCCC1=O,=,5011.87,nM
GRIN1,Q05586,CHEMBL275528,c1ccc(C2(N3CCCCC3)CCCCC2)cc1,=,1258.93,nM
GRIN1,Q05586,CHEMBL742,CNC1(c2ccccc2Cl)CCCCC1=O,=,1258.93,nM
GRIN1,Q05586,CHEMBL275528,c1ccc(C2(N3CCCCC3)CCCCC2)cc1,=,398.11,nM
GRIN1,Q05586,CHEMBL182066,O=C(Nc1ccc2nc(O)oc2c1)C(=O)N1CCC(Cc2ccc(F)cc2)CC1,=,6.0,nM
SNCA,P37840,CHEMBL828,c1ccc2c(c1)Nc1ccccc1S2,>,500.0,nM
SNCA,P37840,CHEMBL828,c1ccc2c(c1)Nc1ccccc1S2,=,26000.0,nM
MAPT,P10636,CHEMBL480,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,=,2.5,nM
MAPT,P10636,CHEMBL93124,CNc1ccc(-c2nc3ccc(O)cc3s2)cc1,=,3255.0,nM
MAPT,P10636,CHEMBL1790006,Cc1cc2nc3ccc(N(C)C)cc3[s+]c2cc1N.[Cl-],=,69.0,nM
GRIN1,Q05586,CHEMBL305187,CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1,=,340.0,nM
MAPT,P10636,CHEMBL405110,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1.[Cl-],=,3400.0,nM
MAPT,P10636,CHEMBL1790006,Cc1cc2nc3ccc(N(C)C)cc3[s+]c2cc1N.[Cl-],=,69.0,nM
MAPT,P10636,CHEMBL583912,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2,>=,200000.0,nM
MAPT,P10636,CHEMBL297453,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,=,1800.0,nM
MAPT,P10636,CHEMBL405110,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1.[Cl-],=,1900.0,nM
GRIN1,Q05586,CHEMBL299155,O=C(O)c1cc(=O)c2ccccc2[nH]1,=,15000.0,nM
GRIN1,Q05586,CHEMBL807,CC12CC3CC(C)(C1)CC(N)(C3)C2,=,0.95,nM
LRRK2,Q5S007,CHEMBL535,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,=,15.0,nM
LRRK2,Q5S007,CHEMBL535,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,=,28.0,nM
LRRK2,Q5S007,CHEMBL3122113,CNc1nc(Nc2cn(C(C)(C)C#N)nc2C)ncc1C(F)(F)F,=,3.0,nM
LRRK2,Q5S007,CHEMBL3122113,CNc1nc(Nc2cn(C(C)(C)C#N)nc2C)ncc1C(F)(F)F,=,0.7,nM
GRIN1,Q05586,CHEMBL807,CC12CC3CC(C)(C1)CC(N)(C3)C2,=,1200.0,nM
GRIN1,Q05586,CHEMBL55,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,=,720.0,nM
GRIN1,Q05586,CHEMBL742,CNC1(c2ccccc2Cl)CCCCC1=O,=,3310.0,nM
GRIN1,Q05586,CHEMBL807,CC12CC3CC(C)(C1)CC(N)(C3)C2,=,4360.0,nM
GRIN1,Q05586,CHEMBL1254766,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(O)cc13,=,1300.0,nM
COMT,P21964,CHEMBL1089318,Cc1c(Cl)c(C)[n+]([O-])c(Cl)c1-c1noc(-c2cc(O)c(O)c([N+](=O)[O-])c2)n1,=,1.0,nM
COMT,P21964,CHEMBL1089318,Cc1c(Cl)c(C)[n+]([O-])c(Cl)c1-c1noc(-c2cc(O)c(O)c([N+](=O)[O-])c2)n1,=,10.0,nM
MAPT,P10636,CHEMBL191083,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1,=,2200.0,nM
GRIN1,Q05586,CHEMBL589390,Cc1ccc2c(c1)c1c(n2CCc2ccc(C)nc2)CCN(C)C1,=,13900.0,nM
GRIN1,Q05586,CHEMBL660,NC12CC3CC(CC(C3)C1)C2,=,10000.0,nM
GRIN1,Q05586,CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,=,4900.0,nM
GRIN1,Q05586,CHEMBL807,CC12CC3CC(C)(C1)CC(N)(C3)C2,=,4400.0,nM
GRIN1,Q05586,CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,=,44000.0,nM
GRIN1,Q05586,CHEMBL807,CC12CC3CC(C)(C1)CC(N)(C3)C2,=,5200.0,nM
GRIN1,Q05586,CHEMBL395091,CN[C@]1(c2ccccc2Cl)CCCCC1=O,=,11.4,nM
GRIN1,Q05586,CHEMBL275528,c1ccc(C2(N3CCCCC3)CCCCC2)cc1,=,11.8,nM
GRIN1,Q05586,CHEMBL1165411,c1ccc(C2(c3ccccc3)OC[C@H]([C@@H]3CCCCN3)O2)cc1,=,9.7,nM
GRIN1,Q05586,CHEMBL1165411,c1ccc(C2(c3ccccc3)OC[C@H]([C@@H]3CCCCN3)O2)cc1,=,19.0,nM
GRIN1,Q05586,CHEMBL305904,CC[C@]1(c2ccccc2)OC[C@H]([C@@H]2CCCCN2)O1,=,22.0,nM
COMT,P21964,CHEMBL953,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,=,386.0,nM
COMT,P21964,CHEMBL1324,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,=,127.0,nM
MAPT,P10636,CHEMBL140,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,=,3000.0,nM
MAPT,P10636,CHEMBL405110,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1.[Cl-],=,1400.0,nM
MAPT,P10636,CHEMBL140,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,=,3500.0,nM
MAPT,P10636,CHEMBL140,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,=,13000.0,nM
COMT,P21964,CHEMBL1324,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,<,1.0,nM
LRRK2,Q5S007,CHEMBL3924132,CCOc1cc(-c2nncn2C)ccc1Nc1ncc2cc(C)nc(NCC(C)(C)C)c2n1,=,48.0,nM
